,Unnamed: 0,text,Category,score
186,186,@HC_Richardson @kenolin1 So capturing and returning a pregnant woman from the South who is seeking an abortion in I… https://t.co/JfVECHjqQp,Pro-choice,0.1952948123216629
187,187,literally fuck Obama and Biden for not codifying Roe V Wade. Both of their old useless asses made it part of their… https://t.co/yE5KL45okr,Pro-choice,0.7119131684303284
188,188,"I’m tempted to write a theological defense of Roe v. Wade since all its religious defenders, including bishops &amp; ch… https://t.co/Ca1SuTVJxZ",Pro-choice,0.20358380675315857
189,189,"It comes to my deep regret that the U.S. Supreme court has made such a blatantly biased, misogynistic, and dangerou… https://t.co/4dkhZkp5kE",Pro-choice,0.7466257810592651
190,190,"@XDLaughingMan @Terios1996 @DinoSoccer @PragmatistProf @kirstenappleton Actually it does. “Life, Liberty and the pu… https://t.co/d8YeBVPIN3",Pro-choice,0.7186235785484314
191,191,"@MattMurchison FACT: If Hillary Clinton hadn't run against Bernie Sanders in 2016, abortion rights would be safe to… https://t.co/Phg2HbyFlD",Pro-choice,0.13497181236743927
192,192,@theylikeadam fuck abortion  unless she is a rape victim,Pro-life,0.2128913551568985
193,193,@candylamb47 @BMTHfan92 @DaveYostOH @GovMikeDeWine Plus roe vs wade was 1973 there all much alive still,Pro-choice,0.7817990779876709
194,194,The first amendment protects us from becoming a country ruled by religious doctrine. The SCOTUS is in violation of… https://t.co/GmKJlZW1T5,Pro-choice,0.15233349800109863
195,195,"Defense Department to keep access to ""reproductive health care"" after Roe v. Wade's end https://t.co/69V6o9yslA",Pro-choice,0.15993887186050415
196,196,I know there are Dems who don’t want to acknowledge this: Had we shown up at the polls the way we’re showing up at… https://t.co/dUte62uDZz,Pro-choice,0.23830606043338776
197,197,@karyn628 @Erin35416421 American children will be most deeply affected by the overturning of Roe v Wade. Nobody win… https://t.co/Jve8JBqNas,Pro-choice,0.6841812133789062
198,198,This is what I don't understand. Some people aren't realizing that Roe V. Wade isn't just a cis woman's problem. Th… https://t.co/miCqRjaYQ4,Pro-choice,0.31871700286865234
199,199,"@thebiggtc @MLB Your gif game is terrible, but you're a great poster-child for why Roe v Wade should've been upheld.",Pro-choice,0.6877733469009399
200,200,these 3 senators are experienced pols who should by now know how to read between the lines in statements people mak… https://t.co/e7NMu2kzrx,Pro-choice,0.4530281126499176
201,201,"fb friend went off on me when the draft leaked for suggesting ""pro choice"" people were way more ready to help peopl… https://t.co/g8cxGUDizO",Pro-life,0.6529069542884827
202,202,@KathrynRimming1 Apparently at least two Tories have already tweeted their agreement with the decision of the US su… https://t.co/7NyrgMDsq9,Pro-choice,0.3263358473777771
203,203,@maycordo @ElGeramg @StephhasADHD @TiqueRedtail @LordgrimOz @sebtownpatti @AOC Or maybe it’s contraceptive failure… https://t.co/xKpfFHzgH3,Pro-choice,0.34389567375183105
204,204,@AndyKimNJ As a Canadian🇨🇦 &amp; a Woman…I cried when I heard the News of the Reversal of Roe vs Wade! How barbaric &amp; s… https://t.co/bmHyDnWh7q,Pro-choice,0.8063074946403503
205,205,"@KristinAGroh2 @Mindcite_US @rn_wing My WA gov is also keeping abortion safe, but that does not help protect my fel… https://t.co/2PVJXxbYYO",Pro-choice,0.16328908503055573
206,206,"We support equal rights for all and a Woman's right to choose!!! Please sign to voice your support. 

Roe v. Wade h… https://t.co/ma9OTerIxi",Pro-choice,0.3124977946281433
207,207,"Los Angeles Lakers star LeBron James tweeted that the Supreme Court's overturning of Roe V. Wade was ""absolutely ab… https://t.co/snS6GIjlIs",Pro-choice,0.28973135352134705
208,208,I AM ASHAMED OF AMERICA AND WILL LEAVE IT ASAP! https://t.co/ZTXAn1YTir,Pro-choice,0.2526361346244812
209,209,"@Evangelicals I guess you also forgot about, ""Judge NOT or YEA SHALL BE JUDGED! The death of women who badly need t… https://t.co/KO8OXpqw5q",Pro-choice,0.314201682806015
210,210,"The drop in crime in the 90s was not from militarizing police, the war drugs, or broken window policing. A large pa… https://t.co/p6nMYCmOzy",Pro-choice,0.4461955428123474
211,211,"Ah, yes, UK TERF feminists have found the real culprit behind a decades-long campaign from the Christian right to o… https://t.co/nWjtjI8KL6",Pro-choice,0.4041445851325989
212,212,The six conservatives on the Supreme Court will go as far back as they have to—to the 13th century even—to peel awa… https://t.co/TrQ68Pbg9F,Pro-choice,0.19053137302398682
213,213,"Solution: Give Texas back to Mexico where abortion is legal. DC, Puerto Rico, and Guam become US States. Republican… https://t.co/JZ3fHEW8Wx",Pro-choice,0.2355174422264099
214,214,The Cleave supports a woman's right to choose and we stand with the millions of people whose lives are affected by… https://t.co/i3Z9V5dS5L,Pro-choice,0.39009547233581543
215,215,@dr_ryan76 @JeremiahDaws Rape and incest made up about 5-10% of all of unplanned pregnancies. Certainly you aren’t… https://t.co/Ktm48vYq4t,Pro-life,0.3509292006492615
216,216,"So, you have to—what?—tell your employer in writing that you want an abortion and hope that your Christianist State… https://t.co/97bBfjC8xx",Pro-choice,0.4536203444004059
217,217,"@Katheri97932331 @Wags261 I was and if my mum had made the decision that abortion was right for her, I would be non… https://t.co/Bn38KVlkgZ",Pro-choice,0.42740967869758606
218,218,@tedlittleford Literally the only good thing to come out of overturning Roe v. Wade was I discovered your talented work.,Pro-choice,0.35254186391830444
219,219,I think there was a lot of complacency over Roe v Wade. That will increase the sense of anger and betrayal now that… https://t.co/pKnLTwbmF1,Pro-choice,0.4474916160106659
220,220,"Abortion extremists are becoming more and more violent, it's shameful #AbortionBan",Pro-life,0.284180611371994
221,221,"Unfollow me if you are ""pro life"" and favor overturning roe vs wade. 

Go fuck yourself. https://t.co/sRm9VY5rDS",Pro-choice,0.5999987721443176
222,222,"@drboycewatkins1 Abortion is against the law in 99% of black countries around the world

As black people that has n… https://t.co/tvu0Laas3Y",Pro-life,0.8744584321975708
223,223,"@Greenbuck69 I will not respect a man that took away a womens right to healthcare, just because his mistress had an… https://t.co/tJyxbwIWV3",Pro-choice,0.14631925523281097
224,224,@burner322 @Oddone_20 @fredlikestacos @TristanSnell @MSNBC Read the 14th amendment and tell me where you get anythi… https://t.co/NvXXopzss1,Pro-life,0.392320454120636
225,225,"@Devmag52 @EricDJuly Its like if there are meds for a certain patient and a drug addict is addicted to those meds,… https://t.co/fX5PXOiuG8",Pro-choice,0.20372620224952698
226,226,"Alternative proposal: cover travel expenses for @VanderbiltU employees who need abortions, as have many other emplo… https://t.co/blWtRXc8sO",Pro-life,0.506597101688385
227,227,"@ChrisMurphyCT So, we should elect democrats who just sat on their asses for years during Obama and Biden and we st… https://t.co/Q748sGM6YH",Pro-choice,0.7967179417610168
228,228,@odosnarf @MollyJongFast @HC_Richardson That’s why states/people have to go back at the Supreme Court on this. Abor… https://t.co/zTugKdQhKl,Pro-choice,0.24316370487213135
229,229,This tiktok is brilliant… please watch to understand exactly why Roe v Wade being overturned is screwed up.  This i… https://t.co/Z6K9xyAEPs,Pro-choice,0.1751249134540558
230,230,@GavinNewsom IMPEACH the 3 trump appointed justices for lying to Congress about Roe v Wade to get a seat on Supreme… https://t.co/n1GLEqg3Zx,Pro-choice,0.343583345413208
231,231,@LeaderMcConnell What about the 12 or 13 year old girl who is raped by her father &amp; gets pregnant? Can she handle a… https://t.co/iFaIeXVU6a,Pro-choice,0.17398424446582794
232,232,"@juliaioffe I just had some knuckle dragger tell me that now roe v wade was gone slavery was on their ticket, wtf people?",Pro-choice,0.6329385638237
233,233,"@DICKS
Thank you for the stand you've taken to support your employees in regard to the Supreme Court overturning Ro… https://t.co/CiCr4MJJTS",Pro-choice,0.41118839383125305
234,234,"it doesn’t take a genius to realise that overturning roe v wade doesn’t ban abortions, it bans SAFE abortions.",Pro-choice,0.1543182134628296
235,235,I’m still speechless with what has transpired in this country. If you’re a follower that was for Roe V Wade being o… https://t.co/7BJS6ut8dP,Pro-choice,0.576600193977356
236,236,"@Kamanther1 @PieceFriendly @mdunndata @TimRunsHisMouth Actually the death rate could increase, if women are forced… https://t.co/eQHCGMezIm",Pro-choice,0.25579020380973816
237,237,"@philneezy @JamesSurowiecki @InsrtHandlHere @MaxNordau @SomewhereinATX @JohnCornyn Pro-top: There has never been, a… https://t.co/Zd5KPBzfSP",Pro-life,0.5728716850280762
238,238,"IF YOU SUPPORT ABORTION RIGHTS AND ROE V. WADE WALK OUT OF WORK ON THIS MONDAY, JUNE 27 AT 12:00pm!!!",Pro-choice,0.18939551711082458
239,239,"The grief and the anger is very real': B.C. officials, advocates react to U.S. abortion rights decision | CBC News https://t.co/zUEhgxkvSf",Pro-choice,0.2733789384365082
240,240,@lizzwinstead I donate to PP monthly and have contacted via phone calls &amp; email legislators in Wisconsin to support… https://t.co/c1dGGfIx4T,Pro-choice,0.2780309319496155
241,241,"@DanRather If it’s so unpopular, why are dozens of states enacting new laws limiting abortion now?",Pro-life,0.6096788048744202
242,242,"@premnsikka Writher, FGM in Africa or Anti-abortion in USA - are all part of a mechanism of exerting control on cer… https://t.co/Yu6tmAKXsV",Pro-choice,0.4056093990802765
243,243,@Social0201 @lynnd87 @ohheyjenna @tvaziri that the right to abortion was based on the privacy of a woman with her d… https://t.co/jfsUHcKwjw,Pro-choice,0.22406479716300964
244,244,"Roe v Wade protects contraceptives, viagra, any form of birth control, any abortion related activities (even treatm… https://t.co/uuZR3iwszE",Pro-choice,0.6312815546989441
245,245,"@SpookySocialist @tylrhut The Soviet Union didn't just ban abortion. In parallel with this, he created conditions f… https://t.co/B5wkgyLIqU",Pro-choice,0.23463808000087738
246,246,Before all the pro aborts get their knickers in a twist this is not the same as Roe v. Wade. All  Abortion lovers c… https://t.co/84FhZbuqzI,Pro-life,0.6029379963874817
247,247,"Pro choice 👍

Looks like we're adding abortion  to the list of election  issues.... again  🙄

Good time to he movin… https://t.co/JVOqNSXbpG",Pro-choice,0.44137051701545715
248,248,@howdygiorgie The worst part for me is that the people in charge of this decision only voted to overturn Roe V Wade… https://t.co/EKASKk4T8V,Pro-choice,0.35295259952545166
249,249,"@ArtValley818_ Remember when they said ""nobody celebrates abortion""?",Pro-life,0.4732484817504883
250,250,@Rubychirp1 @SenTedCruz You should really be informed on the decision and I don't think you are. Abortion is murder… https://t.co/e6GMB9kDTV,Pro-life,0.7638248801231384
251,251,"@jaredstacy Yes, rights based thinking is the whole problem with this debate. Abortion rights as they’ve existed fo… https://t.co/w8BMCuq6ad",Pro-choice,0.48348551988601685
252,252,"I will state this for the record rn. I’m all for everyone having their own beliefs, morals, and values but if you’r… https://t.co/v2nuTOmD3E",Pro-choice,0.23058538138866425
253,253,"It getting pregnant endangers your life......

THEN STOP GETTING PREGNANT DUMBASS.

Why should the baby die because… https://t.co/Q3Uddrh8tq",Pro-life,0.6202446222305298
254,254,Today I think of the hundreds of millions of babies killed by abortion. You loser @JustinTrudeau https://t.co/942Da0SMn3,Pro-life,0.8603149652481079
255,255,@RealPaigeWWE It was never a constitutional right. Any law that came after the constitution was designated by state… https://t.co/bZ20FvNAf1,Pro-life,0.7748708724975586
256,256,The problem imo is the social engineering that hyper sexualized us to the point that killing babies was normalized.… https://t.co/kjJL336oT8,Pro-life,0.8779565691947937
257,257,@Sharkxzy Why cant biden do anything against the recent overturn of roe v wade,Pro-choice,0.5791622400283813
258,258,just sobbing at all of the footage of the police brutalizing WOMEN at abortion protests. this is scary and this is real.,Pro-choice,0.27846652269363403
259,259,"@blowandpuffs It isn't even in the constitution hence why Roe V wade was overruled. Again, abortion being killing o… https://t.co/wv7rGCdxdV",Pro-life,0.8588085770606995
260,260,What business is it of anyone to control what a woman does with her own body? What a setback for us all. Today it's… https://t.co/Fs8sM2GLb9,Pro-choice,0.4813510775566101
261,261,No. Access to abortion is a cornerstone of women's rights. This is absolutely reprehensible. #ProChoice #RoeVWade… https://t.co/KhjtZ6Pc0P,Pro-choice,0.14328499138355255
262,262,@KyleBucalo @WillWilburforce @46Is_A_Zero @Abiigaiiiiil @sdkeithk @ruby51x @StephenKing The explanation is thus to… https://t.co/ZvuUR3y5ZJ,Pro-choice,0.42923200130462646
263,263,@raxsha @mentallyilljew Upanishads condemn abortion but being Hindu has nothing to do with followibg texts or scrip… https://t.co/S1cTfW8XVk,Pro-choice,0.40990447998046875
264,264,34 yrs ago my wife had cancer in womb and uterus she was pregnant doctor suggested abortion so he could operate to… https://t.co/9QninfZMLt,Pro-life,0.1866442859172821
265,265,@cshperspectives @RyanMarino no biomedical organization should have offices/research facilities/funding in a state… https://t.co/uPcAfuPrBb,Pro-choice,0.32660606503486633
266,266,"@POTUS DO YOUR JOB

PROTECT AMERICAN WOMEN

CODIFY ROE v WADE

#CodifyRoeVWade
#CodifyRoe
#RoeVsWade

OR... go home… https://t.co/8UOS3bNl9U",Pro-choice,0.3446924388408661
267,267,3. Go on a financial strike and refuse to buy anything other than essential goods.  Tell the media you are on strik… https://t.co/txbNYPqtJR,Pro-choice,0.6716704964637756
268,268,@DrJenGunter @thehill Roe v Wade would still exist if Democrats didn’t sue to have late term child murders. This is… https://t.co/lBiFG6G8aq,Pro-life,0.7982735633850098
269,269,"@juliavkril Yep. Not about children or life or anything noble. Only about power and hate.

Anyway, if you were to c… https://t.co/rrQftvNaHH",Pro-choice,0.4317793548107147
270,270,@pryboy @SethAGinger @ggreenwald @gaywonk They are already pushing for a federal abortion ban if they win back Congress,Pro-choice,0.26039132475852966
271,271,@secupp Maybe she wants her special needs relative to have the option to choose abortion.,Pro-choice,0.7584123015403748
272,272,@leebee4life @cindymclennan It’s scary how many people are saying “well why should we vote anymore.” Honestly terri… https://t.co/hXLAGXpEMo,Pro-choice,0.2675619125366211
273,273,fuck allat abortion sht y’all hoes jus stop fuckin,Pro-life,0.2221997231245041
274,274,"I have never ever understood why do ppl care whether a woman wants to abort or no, like these mfers made abortion i… https://t.co/8Uj9UwLaZm",Pro-choice,0.24879638850688934
275,275,everything with roe v wade is bringing back so much trauma and i feel all the progress i made just slipping away.,Pro-choice,0.1486508846282959
276,276,In awe at the amazing work @NDWINFund &amp; @DestiniSpaeth are doing day in day out to support access to abortion in a… https://t.co/elUrhFrLJi,Pro-choice,0.4997539222240448
277,277,"@markmcan @MarinaPurkiss @ScottBentonMP From a very quick count, around 19 MPs from 99 who voted against abortion w… https://t.co/OvpErDYSDN",Pro-choice,0.2792305648326874
278,278,I am the only candidate in the runoff endorsed by National Right to Life for my 100% pro-life voting record. I file… https://t.co/Pa3dXHslrT,Pro-life,0.6546035408973694
279,279,"It’s funny how all those people who were screaming “my body, my choice” over the vaccine, are radio silent on Roe v… https://t.co/AjKc3lpzrw",Pro-choice,0.8312880992889404
280,280,@kdeighton79 I do not in disagreement with your your argument as I do think medical discussions are a personal choi… https://t.co/T7ZACfwVvB,Pro-choice,0.4342687427997589
281,281,@Native_living @Kirk97811288 @RepAndyBiggsAZ Just as the fake “prolife” are bombing abortion clinics?… https://t.co/6emrpoDglZ,Pro-choice,0.653705358505249
282,282,@lana_lovehall Now I’m not even black because abortion isn’t my top priority.,Pro-life,0.8213887214660645
283,283,"""No, justices, your work isn’t done. What you have finished off is the legitimacy of the court on which you are pri… https://t.co/Pl4nDJNcN6",Pro-choice,0.5420184135437012
284,284,Alito was on the appellate court that upheld abortion restrictions in Casey. O'Connor wrote the opinion overturning… https://t.co/joesplNPFh,Pro-choice,0.604404866695404
285,285,"@VP How can you encourage abortion when it can be curbed by applying protective measures to avoid pregnancy, you ca… https://t.co/Dea0F1io5s",Pro-life,0.42425623536109924
286,286,"Dobbs is bad because it effectively bans safe abortion access for millions of people, not because it did so in a way that’s kinda sus.",Pro-choice,0.18104590475559235
287,287,"#RoeVsWade 
I am very left leaning on most issues, when I comes to abortion I am squarely in the Feingold camp. 
""T… https://t.co/eiYzPOkNo9",Pro-choice,0.7587584257125854
288,288,"#GOPWarOnWomen FACT: 70% of Americans support Roe vs. Wade, yet SCOTUS and the Republicans are the people making th… https://t.co/40hUPECDyF",Pro-choice,0.14287284016609192
289,289,"@PitreTalitha @breeadail @AbsoluteWithE it's satire.
Sarcasm.
Annoyance. 

As a woman, it's disappointing people do… https://t.co/0n2YV4BE2L",Pro-choice,0.41948044300079346
290,290,@sailortaylor11 Abortion is MURDER,Pro-life,0.6667409539222717
291,291,@bunni_lexi I’m hoping a better law can come from this more accurately defining &amp; protecting abortion rights. Main… https://t.co/NGphVBdR9w,Pro-choice,0.17570453882217407
292,292,@callierules4151 @TeresaMayNot @Puddledumpling I'm scared about the direction the country is going and I don't reme… https://t.co/MFsSIwJZPA,Pro-choice,0.352968692779541
293,293,@HippoCrunchy @theRYANfist @GreenMusicPCDJ @bacon6966 @VIP3R187 @hodgetwins That’s a chance you take when you have… https://t.co/iPAIc68bi5,Pro-life,0.5365143418312073
294,294,@SenWhitehouse I agree with this. If we cannot charge Justices with perjury for lying about abortion during confirm… https://t.co/jDZZ7UmiW8,Pro-choice,0.6313192844390869
295,295,@coaxialcreature @Zanvil_F Abortion ban affects more than just biological women.,Pro-choice,0.21126683056354523
296,296,"@ReallyAmerican1 Love You Chris Evans...Love Your T-shirt...
Order Yours: https://t.co/IzgwMoUfPi
#AbortionBan… https://t.co/dGcCNEsmEX",Pro-choice,0.33975133299827576
297,297,"(Part 3 of 3) Simply not getting an abortion for yourself, but advocating for abortion for others is a direct contr… https://t.co/8uWv5Cl7RM",Pro-life,0.7230043411254883
298,298,@Fogle4MO arguing that abortion should only be allowed in cases of rape is fucking stupid bc rape cases take foreve… https://t.co/CyeEmMLrPD,Pro-choice,0.17234405875205994
299,299,"@SamuelLJackson Abortion is not healthcare. 

Killing a baby to save your career is not healthcare.

Killing a baby… https://t.co/z5mi2mT5Od",Pro-life,0.8622526526451111
300,300,All this “roe vs wade”being overturned is the cause for voting for a stupid former president trump that knew this would happen😡👎,Pro-choice,0.5204059481620789
301,301,Welcome to birthing in America now that Roe vs. Wade was struck down. This is what happens when a country is ruled… https://t.co/S66TdNWghD,Pro-choice,0.33498284220695496
302,302,Doctors train years to be able to train to be able to perform this and it is a restriction against their capabiliti… https://t.co/p4C6Sb6O6i,Pro-choice,0.6044568419456482
303,303,"Me: I don’t think you’re old enough to watch Handmaid’s Tale. It’s dark and upsetting. 

16 year old daughter: 
Ame… https://t.co/kdu1SAwtWZ",Pro-choice,0.3294147551059723
304,304,@SubduedRadical @rgrokett @AverageCTZN2k21 @ImALittleBitShi She ended up going septic and DYING because of it. All… https://t.co/en7P0Bzxpi,Pro-choice,0.49115878343582153
305,305,@StarTribune Religion should be banned before abortion.,Pro-choice,0.5482694506645203
306,306,Studies show there is a direct correlation between supporting abortion and being fat and ugly.,Pro-life,0.4512784481048584
307,307,"@JayVarCamper @Annakhait Tell that to Anna, who every time she posts about abortion it’s always the same ""BABY MURD… https://t.co/oDT6BE0uJK",Pro-choice,0.5720745325088501
308,308,"Perhaps the Dems should just say that @POTUS is doing God's work at our Southern border 

""Whoever is kind to the p… https://t.co/VzhDfoQrMZ",Pro-choice,0.7509618997573853
309,309,@JoeBiden You mean like voting for a candidate who promised to codify roe v wade?,Pro-choice,0.2610601782798767
310,310,@lupe_peters @Taniel @PimaDems @libe Several European countries are more strict then we’ve ever been and maybe if p… https://t.co/mZtKhlIcY5,Pro-life,0.2784712612628937
311,311,This piece of shit GOP minority leader Kevin McCarthy praised the corrupt supreme Court's decision on overturning R… https://t.co/sk8rut7vzw,Pro-choice,0.1275210678577423
312,312,@MalloryOMalley3 @sudmuck @ryunakova @classicallyabby @benshapiro Have you lived in a fucking fish bowl your whole… https://t.co/8iIcFDFVtW,Pro-choice,0.16267217695713043
313,313,@WildTrumpanzee @regretfultweet @town_crierrr @briebriejoy @BadFaithPod Yea I don’t think they know the meaning of… https://t.co/bWJC4CXCZK,Pro-choice,0.4227367043495178
314,314,"@TomFitton @MichelleObama @BarackObama As was stated earlier, the two Obamas don't have any respect or compassion f… https://t.co/nE2CqAZHSk",Pro-life,0.6877614259719849
315,315,if youre more upset that dream is upset with roe v wade being overturned than the actual fact roe v wade was overtu… https://t.co/QT1cWAst1m,Pro-choice,0.8297681212425232
316,316,@StevenTDennis …you realize that the implications of that (that women shouldn’t have the right to an abortion) are… https://t.co/xK7q2APxJN,Pro-choice,0.4733373820781708
317,317,Mfw abortion got legalized in my cool ass country 😎,Pro-choice,0.1800737977027893
318,318,@Pajeetsmell @cumbia1329 @Luigi5519 @thisisinsider https://t.co/XIIlqGYE2b,Pro-choice,0.4596618413925171
319,319,@ClayRayMore The same place they did before 1973. Abortion was always available for the wealthy.,Pro-choice,0.7922840118408203
320,320,"It’s a shame that 3 Justices, who lied to Senators, can get away with overturning a Law, they stated was precedent!… https://t.co/T3RDWCL7Id",Pro-choice,0.2566942274570465
321,321,@MoeJLong @NakedShortsYea_ @reshazldazl @Simone_Biles What state wouldn't allow abortion in these narrow instances?,Pro-choice,0.44632643461227417
322,322,"@POTUS I’m sorry Mr President, that’s an asinine statement.  You took an oath to uphold our constitution, 6 of the… https://t.co/mOeJaDEHg0",Pro-life,0.23547573387622833
323,323,@SenatorCollins @SenatorSinema @lisamurkowski @Sen_JoeManchin - Will at least two of you carve-out an exception to… https://t.co/0CZg6N1QIt,Pro-choice,0.33008790016174316
324,324,"The article includes safety information, too:

https://t.co/XnwFESV9Ch",Pro-choice,0.3315402567386627
325,325,@JoJoFromJerz GOP believe people have the right to get or not the COVID VAXCCINE BUT NOT THE RIGHT to get or not ha… https://t.co/FYRhoLEOs2,Pro-choice,0.24586699903011322
326,326,@JohnCornyn You are tone deaf.  Comparing abortion rights to school segregation is disgusting. The two are not remo… https://t.co/ZeJRgm1AVI,Pro-choice,0.32345449924468994
327,327,Thank you to the guy who climbed that bridge in DC to protest the overturn of Roe v Wade &lt;3,Pro-choice,0.6126967072486877
328,328,This perfectly describes everything that is wrong with the decision to overturn Roe vs Wade... 😔 https://t.co/ySJZYdChXa,Pro-choice,0.4380614757537842
329,329,"@JonnyDougs @bons05 @PremierLacrosse Right, but that’s because it’s not pro life v pro abortion, right? it’s pro “l… https://t.co/xNIH0A3Ngz",Pro-choice,0.872096598148346
330,330,Welcome to equality women where just like a man you can not leave or desert the child with consent from the other p… https://t.co/d7CDclV9Hw,Pro-life,0.18189775943756104
331,331,"Had this shit happened with roe VS wade overturned, the scum bucket government would have just forced her to carry… https://t.co/IQhv6ugcX4",Pro-choice,0.17139844596385956
332,332,The 6 RW scotus' have shamed the USA » Global abortion rights: Scrapping Roe v. Wade makes the US an outlier in the… https://t.co/FscJ4CXwJU,Pro-choice,0.17779140174388885
333,333,@Oborosen @kiblerb1 @StephenKing What you call it then.  I get pregnant I don't want it but abortion is illegal so I'm forced to birth it.,Pro-choice,0.15653498470783234
334,334,They will protest Roe v Wade.  But not a experimental vaccine that was mandated!,Pro-life,0.7841978669166565
335,335,via @NYTimes. The Supreme Court and evangelical ultra-conservatives who led the push to overturn Roe V Wade are sta… https://t.co/7py0qXPDN3,Pro-choice,0.20130744576454163
336,336,The companies paying $4K in travel for abortion is not #woke or to help #women. Its #Economics101. Cheaper to pay t… https://t.co/IdxPth6FSf,Pro-life,0.6636726260185242
337,337,"If a woman wants an abortion, she should have that right. The argument that a person should only have one because t… https://t.co/xE5T9wzo05",Pro-choice,0.7344473004341125
338,338,@SarahTheWoodDuk @DeeMarie308 @ibangel This is so rare!  But in those cases that is a true medical emergency!  Quit… https://t.co/DCONWRFAbG,Pro-life,0.44545742869377136
339,339,"If u disagree w Roe v wade ur fucking lost I'm sry 

No future signaling here

Heres how u can help fr

Donate your… https://t.co/nGHFGMYeI3",Pro-choice,0.13258589804172516
340,340,They banned abortion before they banned AR-15s. #GOPWarOnWomen,Pro-choice,0.3710798919200897
341,341,Acaban de derogar la sentencia Roe v. Wade – y activistas del derecho al aborto de todo el mundo están defendiéndol… https://t.co/SChGK7PyoV,Pro-choice,0.26909905672073364
342,342,@walmart will you be providing employees support like Dicks sporting goods has done for associates that need an abo… https://t.co/hm8i5p66do,Pro-choice,0.5829784274101257
343,343,"@rachelkayw Abortion is still LEGAL in KS. We vote on August 2nd to keep our KS Constitutional Abortion Rights!

VO… https://t.co/xC2dNuWqYL",Pro-choice,0.36969202756881714
344,344,@Stonekettle Old white men thinking surgical treatment for an ectopic pregnancy and miscarriage is an abortion are… https://t.co/gIVnJAzv7Y,Pro-choice,0.24215707182884216
345,345,"US supreme court overturns abortion rights, upending Roe v Wade https://t.co/1RvaRtSpV8 Firstly the present US Supr… https://t.co/s6JQFKkepB",Pro-choice,0.14291399717330933
346,346,@RHeadland @emreistvergeben @nunnas22 @GovTimWalz The Supreme Court simply stated that the 73 decision was wrong. A… https://t.co/oxRCakL6vo,Pro-life,0.35338884592056274
347,347,@grey_son7 You are exactly right guns are bad when they’re used to murder people. 5000 people last year in America… https://t.co/VExifMYL1g,Pro-life,0.6247346997261047
348,348,I don’t get it. It should be a woman’s right for her to decide if she wants to have an abortion or not. It shouldn’… https://t.co/9ZI12uR3BD,Pro-choice,0.4761018753051758
349,349,"@ElisaTZhang Does the baby have any autonomy before you vacuum it's brains into a sink?

The Left ignores the compe… https://t.co/wtu8c2xxo0",Pro-life,0.6240430474281311
350,350,@whackamolio @Dania626 @ReNaissance_RoN @thecimonalisa If it were that easy then abortion wouldn't be a problem. I… https://t.co/Ln58XKWQtO,Pro-choice,0.7966367602348328
351,351,@MontezFordWWE Especially after God intervened and overturned Roe v Wade by working through the supreme court?,Pro-life,0.7438146471977234
352,352,@TheLSD My thoughts exactly.  No Roe v. Wade + Tinder let's see how this plays out.,Pro-choice,0.393076628446579
353,353,y'know most european countries could put their money where their mouth is w/r/t abortion and expand the limits for… https://t.co/U1zXEzXTJF,Pro-choice,0.48357802629470825
354,354,cis men shouldn’t be praised for being upset about roe v wade. they should be. i’m not gonna hype somebody up for t… https://t.co/PotOrwhNCb,Pro-choice,0.21974049508571625
355,355,As to me I think it's up to a woman whether or not to do an abortion. And nobody has the right to poke his ugly nose to her private life.,Pro-choice,0.30477288365364075
356,356,@revealofliberty The proof is the conversation itself. If you thought at any point in time I was ever against abort… https://t.co/huqvhjLJk5,Pro-choice,0.7469683885574341
357,357,"#AbortionRights First they came for immigrants in detention facilities..
now it's ALL women. 
What we allow for one… https://t.co/n0CQ7XqWGL",Pro-choice,0.37022894620895386
358,358,Miss me with the “be for abortion but …” tags. But nothing. I’ll be for abortion all day every day. Keep my uterus out of your damn mouth 😤,Pro-choice,0.697938859462738
359,359,"Carlin's thoughts on Abortion.
#RoeVsWade
Check out Mandy's video! #TikTok https://t.co/GibduC3sMa",Pro-choice,0.31650790572166443
360,360,@OOCAdult Still bitching and moan about Roe v Wade overturn.,Pro-life,0.5146026611328125
361,361,@markpoloncarz @RepBrianHiggins @RepJacobs @SenSchumer @SenGillibrand No matter how many mistakes Biden repeatedly… https://t.co/1yWKEulwE6,Pro-life,0.6933614015579224
362,362,@jkwilliams11 @cstark444 @itsJeffTiedrich State government has no rights to tell any woman she can’t get an abortio… https://t.co/OD8FX6Ece2,Pro-choice,0.23068641126155853
363,363,@grey_son7 So lucky 2 live in IL. Check out Gov Pritzker’s response to overturning of Roe v Wade &amp; the harrowing re… https://t.co/TQ2wGb4shA,Pro-choice,0.4736344814300537
364,364,The overturn of roe v wade only makes me more averse to the idea of having children. It's not like the federal gove… https://t.co/veDD7KCiUQ,Pro-choice,0.5777595639228821
365,365,@__ISB they’re are ancient more safer methods for abortion,Pro-choice,0.5162981152534485
366,366,"@ianbremmer If you don’t want abortion - don’t make it. This is a woman’s uterus, her body and her decision. Not yo… https://t.co/lbnZCVc6kI",Pro-choice,0.28604939579963684
367,367,@Shelley23529622 @DaniTrussell71 @ExoticTlaloc @Christinekk2022 @MariahCarey Who said I was left? And rationally? I… https://t.co/1m5jW1sjvE,Pro-choice,0.7116086483001709
